X,Y,OBJECTID,STATUS,ASSET_ID,ASSET_NAME,ASSET_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,BLDG_SQFT,BLDG_SQFTUSE,BLDG_FL,BLDG_YR,SITE_ACRES,SERVING_TYPE,PCPC_DIST,COUNCIL_DIST,BLDG_AGE,URL,SITE_CODE2
-75.240831684914554,39.98151761723107,2083,A,2719,Tustin Playground Basketball Court,5901-29 W COLUMBIA AVE,Tustin Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783098800,CITY OF PHILA,,,,,,C,West,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=843,
-75.240948450025215,39.982026745278326,2084,A,2720,Tustin Playground Play Equipment,5901-29 W COLUMBIA AVE,Tustin Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783098800,CITY OF PHILA,,,,,,C,West,4,,,
-75.241037312884842,39.982347532284763,2085,A,2721,Tustin Playground Pool,5901-29 W COLUMBIA AVE,Tustin Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,783098800,CITY OF PHILA,,,,,,C,West,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=843,
-75.240157520868308,39.981836619898722,2086,A,2722,Tustin Playground Athletic Field,5901-29 W COLUMBIA AVE,Tustin Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,783098800,CITY OF PHILA,,,,,,C,West,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=843,
-74.998510686018506,40.05870401856933,2087,A,2706,Torresdale Playground Athletic Field 2,9550 FRANKFORD AVE,Torresdale Playground,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,786153150,CITY OF PHILA,,,,,,C,Lower Far Northeast,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=841,
-74.998257370665698,40.059441781693067,2088,A,2707,Torresdale Playground Basketball Court,9550 FRANKFORD AVE,Torresdale Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,786153150,CITY OF PHILA,,,,,,C,Lower Far Northeast,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=841,
-74.997961530010144,40.059239201793325,2089,A,2708,Torresdale Playground Tennis Court,9550 FRANKFORD AVE,Torresdale Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,786153150,CITY OF PHILA,,,,,,C,Lower Far Northeast,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=841,
-74.99801243010134,40.058749302433007,2090,A,2709,Torresdale Playground Play Equipment,9550 FRANKFORD AVE,Torresdale Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786153150,CITY OF PHILA,,,,,,C,Lower Far Northeast,6,,,
-75.135321533766913,39.978573215860997,2091,A,2710,Towey Playground Handball Court,144 W BERKS ST,Towey Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Handball Court,,Handball Court,Y,Owned,Public use,PPR,781007400,CITY OF PHILA,,,,,,C,Lower North,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=842,
-75.135312005854345,39.978241150581873,2092,A,2711,Towey Playground Basketball Court,1832-50 N HOWARD ST,Towey Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,781166800,CITY OF PHILA,,,,,,C,Lower North,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=842,
-75.142388501098424,39.993093472984398,2093,A,2970,Public Property Contractual Services,601 W LEHIGH AVE,Public Property Contractual Services,,,,Public Works and Utilities,,Building,Multi-Use\Office Building,,Multi-Use\Office Building,Y,Owned,DPP,,785309900,CITY OF PHILA,,,,1949,,M,North,5,67,,
-75.143172570904198,39.993136313864532,2094,A,2971,Public Property Zones 2 and 11 Headquarters (Fairhill Pumping Station),623 W LEHIGH AVE,Public Property Zones 2 and 11 Headquarters (at Fairhill Pumping Station),,1165,Fairhill Pumping station,Public Works and Utilities,,Building,Multi-Use\Office Building,,Multi-Use\Office Building,Y,Owned,DPP,,785310200,CITY OF PHILA,,,,,,M,North,5,,,
-75.165646643868385,39.952193207021274,2095,A,2966,City Hall Transit Concourse West,1500-42 MARKET ST,City Hall Transit Concourse,20255E,,,Transit and Transporation,,Structure,Transit Station,,Transit Station,N,Lessee,"SEPTA, City",,,,,,,,,C,Central,5,,,
-75.166907734609723,39.954057245970127,2096,A,2967,Suburban Station Transit Concourse,1601 JOHN F KENNEDY BLVD,Suburban Station Transit Concourse,20353E,,,Transit and Transporation,,Structure,Transit Station,,Transit Station,N,UA,"SEPTA, City",,,,,,,,,C,Central,5,,,CI108B
-75.203129581475679,40.022076465281735,2097,A,3065,Daisy Day Camp Playground,5000 HERMIT LN,Daisy Day Camp Playground,17627E,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784190150,CITY OF PHILA,,,,,,C,Lower Northwest,4,,,
-75.203440291408072,40.021766468881488,2098,A,739,Daisy Day Camp Building & Restrooms,5000 HERMIT LN,Daisy Day Camp Playground,,,,Parks and Recreation All,,Building,Restrooms,,Restrooms,Y,Owned,Public use,PPR,784190150,CITY OF PHILA,,,,,,C,Lower Northwest,4,,,
-75.228740766085195,40.034045468011868,2099,A,784,Hillside Recreation Center Building,201 FOUNTAIN ST,Hillside Recreation Center,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,784154700,CITY OF PHILA,6597,,,,,C,Lower Northwest,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=762,
-75.229645156590564,40.033459094937555,2100,A,1872,Hillside Recreation Center,201 FOUNTAIN ST,Hillside Recreation Center,16333E,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,784154700,CITY OF PHILA,,,,,4.062099,C,Lower Northwest,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=762,
-75.160503638525569,39.952220263568925,2101,A,2969,Market Street Transit Concourse East,1201 MARKET ST,Market East Transit Concourse,20251E ,,,Transit and Transporation,,Structure,Transit Station,,Transit Station,N,UA,"SEPTA, City",,883704500,PHILADELPHIA MARKET,,,,,,C,Central,1,,,
-75.224668509559876,40.03993017615695,2102,A,705,Police 5th District,6630 RIDGE AVE,Police 5th District & Fire Ladder 30,11005E,,,Public Safety All,Police Dept,Building,Police Station,,Police Station,Y,Owned,POLICE,DPP,784378300,CITY OF PHILA,10000,100,,1952,1.410000,C,Lower Northwest,4,64,,
-75.224515601108394,40.039745726791629,2103,A,706,Fire Ladder 30,6630 RIDGE AVE,Police 5th District & Fire Ladder 30,13039E,,,Public Safety All,Fire Dept,Building,Fire Station,,Fire Station,Y,Owned,FIRE,DPP,784378300,CITY OF PHILA,4656,60,,1952,1.407117,C,Lower Northwest,4,64,,
-75.207491140937861,39.958205979350602,2104,A,149,Fire Engine 5/Ladder 6,4221-29 MARKET ST,Fire Engine 5 / Ladder 6 & L&I West District Office & Fuel Site 225,13005E,376,L&I West District Office,Public Safety All,Fire Dept,Building,Fire Station,,Fire Station,Y,Owned,FIRE,DPP,783298000,CITY OF PHILA,7906,100,,1955,0.600000,C,University Southwest,3,61,,
-75.225564526273487,40.071867150351174,2105,A,3069,Thomas Mill Road Bridge,8950 THOMAS MILL RD,Wissahickon Valley Park,17455E,,,Parks and Recreation All,,Structure,Bridge,,Bridge,Y,Owned,Public use,PPR,,,,,,,,C,Upper Northwest,8,,,
-75.027256492394315,40.036052944650677,2106,A,1873,Holmesburg Playground,4500 DECATUR ST,Holmesburg Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,786105900,CITY OF PHILA,,,,,4.771859,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=763,
-74.991269269465306,40.067916574404656,2107,A,1912,Mitchell Playground,3694 CHESTERFIELD RD,Mitchell Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,786070000,CITY OF PHILA,,,,,6.711138,C,Lower Far Northeast,10,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=794,
-75.238687718445163,39.956691328287647,2108,A,1949,Sayre Morris Recreation Center,5800 WALNUT ST,Sayre Morris Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,783568200,SCHOOL DISTRICT OF PHILA,,,,,1.737302,C,West,3,,,
-75.149479786933995,39.997081596429844,2109,A,1996,12th & Cambria Playground Basketball Court,1135-41 W CAMBRIA ST,12th & Cambria Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,372389001,CITY OF PHILA,,,,,,C,North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=859,
-75.149003751616917,39.996756129921074,2110,A,1997,12th & Cambria Playground Baseball Field,2900-30 N 11TH ST,12th & Cambria Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,785620700,CITY OF PHILA,,,,,,C,North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=859,
-75.149625477171028,39.996644342476799,2111,A,1998,12th & Cambria Playground Pool,1135-41 W CAMBRIA ST,12th & Cambria Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,372389001,CITY OF PHILA,,,,,,C,North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=859,
-75.1654154284643,40.006524282980315,2112,A,1999,22nd & Ontario Playground Equipment,3400-02 N 22ND ST,22nd & Ontario Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,112310010,CITY OF PHILA,,,,,,C,North,8,,,
-75.179847553114413,39.998357838035822,2113,A,2001,29th & Chalmers Park Basketball Court,3001 W LEHIGH AVE,29th & Chalmers Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,784223400,CITY OF PHILA,,,,,,C,North,4,,,
-75.196350780223213,39.964008377077683,2114,A,2010,37th & Mt Vernon Playground Basketball Court,608-16 N 37TH ST,37th & Mt Vernon Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783640400,CITY OF PHILA,,,,,,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=787,
-75.19672844516667,39.963983407017984,2115,A,2011,37th & Mt Vernon Playground Play Equipment,608-16 N 37TH ST,37th & Mt Vernon Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783640400,CITY OF PHILA,,,,,,C,West,3,,,
-75.201316688470115,39.965902905842782,2116,A,2012,39th & Olive Playground Basketball Court,700-14 N 39TH ST,39th & Olive Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783656600,CITY OF PHILA,,,,,,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=787,
-75.200965795008969,39.965841711053301,2117,A,2013,39th & Olive Playground Play Equipment,700-14 N 39TH ST,39th & Olive Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783656600,CITY OF PHILA,,,,,,C,West,3,,,
-75.200505862255469,39.966143307650214,2118,A,2014,39th & Olive Playground Pool,700-14 N 39TH ST,39th & Olive Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,783656600,CITY OF PHILA,,,,,,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=787,
-75.160352767679385,39.981324046383008,2119,A,2029,Amos Playground Pool,1817-59 N 16TH ST,Amos Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,784506210,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=704,
-75.165376612836567,40.053932014422671,2120,A,2039,Awbury Recreation Center Pool,6101 ARDLEIGH ST,Awbury Park & Rec Center,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,784003900,CITY OF PHILA,,,,,,C,Upper Northwest,8,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=708,
-75.134981940596504,39.978185950252573,2121,A,2712,Towey Playground Playground Equipment,1832-50 N HOWARD ST,Towey Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781166800,CITY OF PHILA,,,,,,C,Lower North,7,,,
-75.116361703721495,39.986054745856144,2122,A,2713,Trenton & Auburn Playground Basketball Court 1,2228 E AUBURN ST,Trenton & Auburn Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,252058001,CITY OF PHILA,,,,,,C,River Wards,1,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=726,
-75.116719235438453,39.986425314038094,2123,A,2714,Trenton & Auburn Playground Basketball Court 2,2206 E AUBURN ST,Trenton & Auburn Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,252056905,CITY OF PHILA,,,,,,C,River Wards,1,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=726,
-75.188853000049392,39.930768710722923,2124,A,2726,Vare Recreation Center Play Equipment,2600 MORRIS ST,Vare Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,782337825,CITY OF PHILA,,,,,,C,South,2,,,
-75.221245108999881,40.02291235363333,2125,A,2727,Venice Island Playground Basketball Court,19 LOCK ST,Venice Island Playground & Parking Lot,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,884633019,CITY OF PHILA,,,,,,C,Lower Northwest,4,,,
-75.189590496615054,39.931330502191301,2126,A,2723,Vare Recreation Center Athletic Field,2600 MORRIS ST,Vare Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,782337825,CITY OF PHILA,,,,,,C,South,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=844,
-75.188964010256853,39.931623443816363,2127,A,2724,Vare Recreation Center Pool,2600 MORRIS ST,Vare Recreation Center,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,782337825,CITY OF PHILA,,,,,,C,South,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=844,
-75.18906934214867,39.931190729269069,2128,A,2725,Vare Recreation Center Basketball Court,2600 MORRIS ST,Vare Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,782337825,CITY OF PHILA,,,,,,C,South,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=844,
-75.146509860849463,39.989597193794722,2129,A,2732,Veterans Playground Play Equipment,800 W CUMBERLAND ST,Veterans Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,785137405,SCHOOL DISTRICT,,,,,,C,Lower North,5,,,
-75.145972370792848,39.989518249434603,2130,A,2733,Veterans Playground Basketball Court,800 W CUMBERLAND ST,Veterans Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,785137405,SCHOOL DISTRICT,,,,,,C,Lower North,5,,,
-75.049874299684362,40.029577523244768,2131,A,2734,Vogt Recreation Center Athletic Field,4131 UNRUH AVE,Vogt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,786544700,CITY OF PHILA,,,,,,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=846,
-75.049177782891064,40.028571772268073,2132,A,2735,Vogt Recreation Center Veterans Playground Basketball Court,4131 UNRUH AVE,Vogt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,786544700,CITY OF PHILA,,,,,,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=846,
-75.048987058102909,40.028299083042832,2133,A,2736,Vogt Recreation Center Street Hockey Court,4131 UNRUH AVE,Vogt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Street Hockey Court\Rink,,Street Hockey Court\Rink,Y,Owned,Public use,PPR,786544700,CITY OF PHILA,,,,,,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=846,
-75.047842018537679,40.02835457524025,2134,A,2737,Vogt Recreation Center Tennis Court,4131 UNRUH AVE,Vogt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,786544700,CITY OF PHILA,,,,,,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=846,
-75.048422648881967,40.028065284077407,2135,A,2738,Vogt Recreation Center Pool,4131 UNRUH AVE,Vogt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,786544700,CITY OF PHILA,,,,,,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=846,
-75.16744936402101,39.968107041879101,2136,A,3070,Francisville Playground Baseball Field,1737-39 FRANCIS ST,Francisville Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,782184100,CITY OF PHILA,,,,,,C,Central,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=746,
-75.137315787713746,39.973324438666694,2137,A,3071,Hancock Playground Athletic Field,147 MASTER ST,Hancock Playground,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field,Y,Owned,Public use,PPR,781264000,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=756,
